unique,paperID,year,full.ref,pubtype,ocean,ocean.reg,hemi,lat,long,depth,size,no.sites,notes.geo,yrstart,yrend,timespan,yrsdata,data.pattern,no.datapt,note.time,paper.gp,group,spp,comm.name,lifestage,trophic,range.sect,spp.type,other.attributes,fishing,no.spp,note.spp,obstype,detailobs,phen.type,phen.season,dist.type,dist.indice,dec.direct,dist.direct,dec.val,dec.unit,dec.source,dec.test,deg.direct,deg.val,deg.unit,deg.source,deg.test,note.bio,consistent with general expectation,consistent,cc.var,detailsccvar,cctest,other.ccvar,attribution,atrib.test,note.attrib,tempac,spatialac,alt.factor,prim.alt,note.cc,mechanism,cc.warm.global,Deeper_shallower
351,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Merluccius bilinearis,Silver hake Northern,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
352,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Gadus morhua,Atlantic cod GB,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
353,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Melanogrammus aeglefinus,Haddock GOM,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
354,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Melanogrammus aeglefinus,Haddock GB,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
355,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Urophycis chuss,Red hake_northern,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
356,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Paralichthys dentatus,Summer flounder,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
357,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Paralichthys oblongus,Fourspot flounder,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
358,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Limanda ferruginea,Yellowtail flounder-southern,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
359,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Pseudopleuronectes americanus,Winter flounder-southern,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
360,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,43,-68,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Sebastes fasciatus,Acadian redfish,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,NA,By catch / Incidental capture,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
361,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Helicolenus dactylopterus,Blackbelly rosefish,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
362,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Myoxocephalus octodecemspinosus,Longhorn sculpin,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
363,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Hemitripterus americanus,Sea raven,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,No change,NA,0,m,Given in manuscript or supplementary material,Not statistically significant,NA,NA,NA,NA,NA,from table 3,,No change,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,No change
199,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Solea solea,sole ,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Warm water,NA,Exploited,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,7.6,m,Given in manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Shallower
203,1025,2008,"Dulvy, N.K. , S.I. Rogers, S. Jennings, V. Stelzenmuller, S.R. Dye and H.R. Skjoldal. 2008. Climate change and deepening of the North Sea fish assemblage: a biotic indicator of warming seas. Journal of Applied Ecology 45:1029-1039.",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.5,3,Demersal Continental shelf Demersal/Benthic ,1000000,84,NA,1980,2004,25,25,Continuous,10000,NA,Bony fish,Taxa,Trisopterus luscus,Bib,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Warm water,NA,By catch / Incidental capture,28,NA,Distribution,Mean depth,NA,NA,Percentile/Centroid,Depth,Positive,NA,6,m,Given in manuscript or supplementary material,Yes statistically significant,Positive,NA,NA,NA,Not tested,Figure 2 ,,Consistent,Temperature,Winter bottom temperature,Yes statistically significant,NA,Not tested,NA,NA,NA,Areas / grouped,Authors discount other factors,Exploitation direct,NA,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Shallower
376,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Scomber scombrus,Atlantic mackerel,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Negative,NA,-13.8,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Opposite to expected,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Shallower
377,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Merluccius bilinearis,Silver hake southern,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Negative,NA,-6.9,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Opposite to expected,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Shallower
378,1029,2009,"Nye, J.A., J.S. Link, J.A. Hare and W.J. Overholtz. 2009. Changing spatial distribution of fish stocks in relation to climate and population size on the Northeast United States continental shelf. Marine Ecology Progress Series. 393: 111-129",Peer-reviewed journal,North-west Atlantic,Atlantic Ocean,Northern,40,-71,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1968,2007,40,40,Continuous,NA,NA,Bony fish,Taxa,Urophycis regia,Spotted hake,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,Exploited,30,NA,Distribution,mean depth,NA,NA,Mean/Median,Depth,Negative,NA,-4.6,m,Given in manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,from table 3,,Opposite to expected,Temperature,annual mean SST and mean bottom temperature,No but trend demonstrated,"AMO, NAO, relative biomass",Not tested,CCA,NA,NA,Areas / grouped,Authors discount other factors,Other,conisder fishing impacts in discussion and changes in abundance in analysis,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,Shallower
207,1027,2009,"Harley, C.D.G. and R.T. Paine. 2009 Contingencies and compounded rare perturbations dictate sudden distributional shifts during periods of gradual climate change. Proceedings of the National Academy of Science of the United States of America 106: 11172-11",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,48.4,-124.7,Intertidal/Coastal/Estuarine,1,1,NA,1978,2009,32,32,Continuous,500,NA,Benthic algae,Taxa,Mazzaella parksii,intertidal red alga,Multiple life stages - juvenile and older (not egg or larvae),Primary producer,Centre,Cold water,NA,Not exploited,1,formerly Iridea cornucopia,Distribution,Shore height,NA,NA,Percentile/Centroid,Depth,Negative,NA,-56,mm,Calculated from manuscript or supplementary material,Yes statistically significant,Negative,NA,NA,NA,Not tested,Estimated change in shore height from Fig. 2,,Consistent,Temperature,Average summertime (Apr-sept) daily max air temp,Yes statistically significant,PDO,Yes significant,Multiple regression / GLM,NA,Not considered,NA,Authors suggest other factors may have contributed to observed change,Other,Wave height contributed,Temperature limitation,Demonstrated regional climate change plus demonstrated link to global climate change,NA
547,1078,2005,"Beukema, J.J. and R. Dekker. 2005. Decline of recruitment success in cockles and other bivalves in the Wadden Sea: possible role of climate change, predation on postlarvae and fisheries. Marine Ecology Progress Series 287: 149-167",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,52.92,4.85,Intertidal/Coastal/Estuarine,100,15,NA,1973,2002,30,2,Two periods,900,NA,Benthic molluscs,Taxa,Mya arenaria,NA,Juvenile,Secondary consumer : Omnivore suspension feeder,Centre,Cosmopolitan,NA,Exploited,4,NA,Distribution,Mean distance of recruits from coast hence depth,NA,NA,Mean/Median,Depth,Negative,NA,-1,km,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,SST,Tested in another study,NA,Not tested,NA,NA,NA,Geostatistical methods,Authors suggest other factors may have contributed to observed change,"Exploitation indirect (eg bycatch, reduction of predators or prey)",predation pressure; sedimentation; exploitation,predation and temperature effects,Only discussed in relation to climate change (eg first observation records),NA
548,1078,2005,"Beukema, J.J. and R. Dekker. 2005. Decline of recruitment success in cockles and other bivalves in the Wadden Sea: possible role of climate change, predation on postlarvae and fisheries. Marine Ecology Progress Series 287: 149-167",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,52.92,4.85,Intertidal/Coastal/Estuarine,100,15,NA,1973,2002,30,2,Two periods,900,NA,Benthic molluscs,Taxa,Macoma balthica,NA,Juvenile,Secondary consumer : Omnivore suspension feeder,Centre,Cosmopolitan,NA,Exploited,4,NA,Distribution,Mean distance of recruits from coast hence depth,NA,NA,Mean/Median,Depth,Negative,NA,-0.27,km,Calculated from manuscript or supplementary material,Yes statistically significant,NA,NA,NA,NA,NA,NA,,Consistent,Temperature,SST,Tested in another study,NA,Not tested,NA,NA,NA,Geostatistical methods,Authors suggest other factors may have contributed to observed change,"Exploitation indirect (eg bycatch, reduction of predators or prey)",predation pressure; sedimentation; exploitation,predation and temperature effects,Only discussed in relation to climate change (eg first observation records),NA
1251,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.17,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Arnoglossus laterna,Scaldfish,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,4.153,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,NA,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1252,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,54.14,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Buglossidium luteum ,Solenette,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,5.461,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1253,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,55.4,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Callionymus lyra,Dragonet,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,17.768,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1254,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,53.3,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Echiichthys vipera,Lesser weaver,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,3.3,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,NA,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
1255,2056,2005,"Perry, A. L.,  P. J. Low,  J. R. Ellis and  J. D. Reynolds. 2005. Climate change and distribution shifts in marine fishes. Science. 308: 1912:1915",Peer-reviewed journal,North Sea,Atlantic Ocean,Northern,56.13,2,Demersal Continental shelf Demersal/Benthic ,1000000,NA,NA,1977,2001,25,24,Continuous,10000,"Not clear how many years, but ICES data should be every year, so I am entering 24",Bony fish,Taxa,Eutrigla gurnardus,Grey gurnard,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,NA,By catch / Incidental capture,36,NA,Distribution,Mean depth,NA,NA,Mean/Median,Depth,NA,NA,NA,NA,NA,NA,Positive,10.534,m,Given in manuscript or supplementary material,Yes statistically significant,NA,,Consistent,Temperature,Bottom temperature,No but trend demonstrated,Climate PC,Yes significant,Multiple regression / GLM,NA,Not considered,Areas / grouped,Authors suggest other factors may have contributed to observed change,Exploitation direct,NA,Temperature preference,Demonstrated regional climate change plus discussion only in relation to global climate change,NA
